"X","Y_true","Y_pred"
"sipper","செய்பவர்","சிப்பர்"
"maicrosopht","மைக்ரோசாப்ட்","மைக்ரிபர்பு"
"vilimbugal","விளிம்புகள்","விளிம்புகள்"
"linda","லிண்டா","லின்ட"
"tiruchchirappalliyil","திருச்சிராப்பள்ளியில்","திருச்சிரப்புவிலில்"
"maahes","மகேஷ்","மாகேஷ்"
"magaadevi","மகாதேவி","மகாடேவி"
"unavukkaana","உணவுக்கான","உணவுக்கான"
"kaettadhu","கேட்டது","கேட்டது"
"uruppugalin","உறுப்புகளின்","உறுப்புகளின்"
"karumpalakaiyil","கரும்பலகையில்","கரும்பலகையில்"
"aariyargalin","ஆரியர்களின்","ஆரியர்களின்"
"palaridam","பலரிடம்","பலரிடம்"
"patimankalai","படிமங்களை","படிமங்களை"
"panpaadu","பண்பாடு","பண்பாடு"
"thoontriyullathu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"anuppia","அனுப்பிய","அனுப்பிய"
"kallurigalum","கல்லூரிகளும்","கள்ளுரிகளும்"
"thiyaakaraajan","தியாகராஜன்","தியாகராயன்"
"thittamida","திட்டமிட","திட்டமிட"
"vaedhaththai","வேதத்தை","வேதத்தை"
"viththiyaasaththil","வித்தியாசத்தில்","வித்தியாவத்தில்"
"viththiyaasaththai","வித்தியாசத்தை","வித்தியாவத்தை"
"bhakkiyaraaj","பாக்யராஜ்","பக்கியாரை"
"secret","சீக்ரெட்","செக்கர்"
"chayn","செயின்","சென்"
"seiman","சைமன்","செய்மன்"
"russian","ரஷ்யன்","ரஷ்யன்"
"athirvukalai","அதிர்வுகளை","அதிருக்களை"
"seiyappattar","செய்யப்பட்டார்","செய்யப்பட்டர்"
"shreenivaachan","ஸ்ரீநிவாசன்","ஸ்ரீனிவாசன்"
"aanjaneayar","ஆஞ்சநேயர்","ஆஞ்சனியார்"
"be","பீ","போ"
"pakistanukku","பாகிஸ்தானுக்கு","பகிஸ்தால்க்கு"
"unavuch","உணவுச்","உணவுச்"
"baathaikalin","பாதைகளின்","பாதைகளின்"
"goldain","கோல்டன்","கொண்டைன்"
"kunamaa","குணமா","குணமா"
"magilchchiyil","மகிழ்ச்சியில்","மகிழ்ச்சியில்"
"vedhi","வேதி","வேதி"
"kolgalai","கோல்களை","கொள்களை"
"thandanaikal","தண்டனைகள்","தண்டனைகள்"
"neeroo","நீரோ","நீரோ"
"thalavaadankal","தளவாடங்கள்","தலவாட்டங்கள்"
"saent","செயிண்ட்","சேன்"
"vaaganangkalukku","வாகனங்களுக்கு","வாகஙங்களுக்கு"
"boot","பூட்","போட்"
"seydharth","சித்தார்த்","செய்தத்த்"
"harres","ஹாரிஸ்","ஹார்ஸ்"
"caarlos","கார்லோஸ்","கார்ல்ல்"
"kaattup","காட்டுப்","காட்டுப்"
"seiyappatta","செய்யப்பட்ட","செய்யப்பட்ட"
"earpaduthal","ஏற்படுதல்","ஏற்படுதல்"
"tharunaththai","தருணத்தை","தருந்தை"
"chankai","சங்கை","சங்கை"
"yesuppaaniya","எசுப்பானிய","எசுப்பானிய"
"pathippiththa","பதிப்பித்த","பதிப்பித்த"
"barathaechi","பரதேசி","பரதேசி"
"wouter","வாட்டர்","வாட்டர்"
"yoore","யூரி","யூரி"
"nerittadhu","நேரிட்டது","நெரித்தது"
"kuvintu","குவிந்து","குவிந்து"
"saashthirigal","சாஸ்திரிகள்","சாச்திரிகள்"
"seyalpadadha","செயல்படாத","செயல்படத்த"
"qelvinn","கெல்வின்","கெள்வின்"
"panrigalai","பன்றிகளை","பன்றிகளை"
"duuglas","டக்ளஸ்","டுக்ளாஸ்"
"alazhagiyaana","அழகியான","அழகையான"
"koottatthaith","கூட்டத்தைத்","கூட்டத்தைத்"
"innigazhvai","இந்நிகழ்வை","இந்நிகளை"
"kootpaatukalai","கோட்பாடுகளை","கூட்பாடுகளை"
"metti","மெட்டி","மெட்டி"
"syms","சிம்ஸ்","சிம்ஸ்"
"ugandhavai","உகந்தவை","உகந்தவை"
"ivvaiyae","இவையே","இவ்வையே"
"netri","நெற்றி","நெட்ரி"
"thuulaith","தூளைத்","துலைத்"
"sangamigum","சங்கமிக்கும்","சங்கமிக்கும்"
"idaiyooraaga","இடையூறாக","இடையோராக"
"masoothiyai","மசூதியை","மசோதியை"
"praemaa","பிரேமா","பிராமா"
"puviyai","புவியை","புவியை"
"koappaiyai","கோப்பையை","கோப்பையை"
"seibavargalae","செய்பவர்களே","செய்பவர்களே"
"pizhaigal","பிழைகள்","பிழைகள்"
"padinilaikalil","படிநிலைகளில்","படினிலைகளில்"
"muthaliyanavum","முதலியனவும்","முதலியவானும்"
"sitoo","சிட்டு","சிடோ"
"maalaigal","மாலைகள்","மாலைகள்"
"suurenderr","சரணடைய","சுர்னர்"
"maththiya","மத்திய","மத்திய"
"ippalli","இப்பள்ளி","இப்பலி"
"saaminaadhan","சாமிநாதன்","சாமினாதன்"
"cauimbetore","கோவை","காமிம்பெர்டர்"
"panigazhaip","பணிகளைப்","பணிகளைப்"
"sedhamadaindhu","சேதமடைந்தது","சேதமதைந்து"
"nulainthapoathu","நுழைந்தபோது","நுழைந்தபோது"
"navami","நவமி","நவனி"
"neeroattankal","நீரோட்டங்கள்","நீரோட்டங்கள்"
"niraivurum","நிறைவுறும்","நிறைவுறும்"
"qolly","கோலி","கொல்லி"
"sqoch","ஸ்காட்ச்","ஸ்கோஷ்"
"mahalatchumi","மகாலட்சுமி","மகால்ச்டுவி"
"aarkaadu","ஆற்காடு","ஆற்காடு"
"udalilum","உடலிலும்","உடலிலும்"
"kolunthu","கொழுந்து","கொழுந்து"
"suvachikka","சுவாசிக்க","சுவசிக்க"
"samprathaaya","சம்பிரதாய","சம்பரதாய"
"mauhammad","முஹம்மத்","மதுமான்"
"thayalan","தயாளன்","தயாலன்"
"neeroattaththil","நீரோட்டத்தில்","நீரோட்டத்தில்"
"tamilarinar","தமிழறிஞர்","தமிழரினர்"
"poonakariyil","பூநகரியில்","போணகரியில்"
"seyarpaadugalum","செயற்பாடுகளும்","செயற்பாடுகளும்"
"koopaikalai","கோப்பைகளை","கோபைகளை"
"dhandavaalangal","தண்டவாளங்கள்","தண்டாவல்கள்"
"geethanjali","கீதாஞ்சலி","கீதான்சிலி"
"uruvaakkuvathu","உருவாக்குவது","உருவாக்குவது"
"uurae","ஊரே","ஊரி"
"aatrtru","ஆற்று","ஆற்று"
"sethamadaindhathu","சேதமடைந்தது","சேதமதைந்தது"
"thiranaaligalukkaana","மாற்றுத்","திறநாலிகளுக்கான"
"nadaiperaamal","நடைபெறாமல்","நடைபெராமல்"
"mukthi","முக்தி","முக்தி"
"irppu","புவி","இற்பு"
"aerpadavillai","ஏற்படவில்லை","ஏற்படவில்லை"
"kiran","கிரண்","கிரான்"
"maali","மாலி","மாலி"
"baagyaraaj","பாக்யராஜ்","பாக்கரேஜ்"
"vaangappadum","வாங்கப்படும்","வாங்கப்படும்"
"sandhiaa","சந்தியா","சந்தியா"
"mickey","மிக்கி","மிக்கி"
"nigazhththa","நிகழ்த்த","நிகழ்த்த"
"parikka","பறிக்க","பரிக்க"
"vazhangkappaduvathu","வழங்கப்படுவது","வழங்கப்படுவது"
"laenaa","லேனா","லேனா"
"kedukkum","கெடுக்கும்","கெடுக்கும்"
"thandin","தண்டின்","தண்டின்"
"muyanranar","முயன்றனர்","முயன்றனர்"
"baii","பை","பாய்"
"chollukkaana","சொல்லுக்கான","சொல்லுக்கான"
"pie","பை","பிய்"
"ilatcha","இலட்ச","இலாட்ச"
"thaamboolam","தாம்பூலம்","தாம்போலம்"
"visaigalai","விசைகளை","விசைகளை"
"seyarpaadugalin","செயற்பாடுகளின்","செயற்பாடுகளின்"
"mudippu","முடிப்பு","முடிப்பு"
"kool","கூல்","கோல்"
"harriss","ஹாரிஸ்","ஹார்ட்ஸ்"
"paava","பாவ","பாவ"
"vaanoorthi","உலங்கு","வானூர்தி"
"braamanarkalum","பிராமணர்களும்","பிராமன்றளைக்கும்"
"toonii","டோனி","டோனி"
"kudayyin","குடையின்","குடையின்"
"kaidhikal","கைதிகள்","கைதிகள்"
"ulvaanggiya","உள்வாங்கிய","உள்வாங்கிய"
"rooaver","ரோவர்","ரோவர்"
"athirvu","அதிர்வு","அதிர்வு"
"sangath","சங்கத்","சங்கத்"
"umathu","உமது","உமது"
"noolae","நூலே","நூலை"
"oorangal","ஓரங்கள்","ஊரங்கள்"
"kinniya","கிண்ணியா","கின்னியா"
"andriravu","அன்றிரவு","அன்றிரவு"
"ada","அடா","அடா"
"dhaasan","தாசன்","தாசன்"
"panigalukkum","பணிகளுக்கும்","பணிகளுக்கும்"
"thodarukku","தொடருக்கு","தொடருக்கு"
"samayath","சமயத்","சமாத்"
"ariyappatta","அறியப்பட்ட","அறியப்பட்ட"
"chain","செயின்","சென்"
"kalloorikalilum","கல்லூரிகளிலும்","கள்ளோரிகளிலும்"
"silica","சிலிக்கா","சிலிகா"
"karumpulligal","கரும்புள்ளிகள்","கரும்புலிகள்"
"uraiyaatalgalil","உரையாடல்களில்","உரையாடங்களில்"
"anubamaa","அனுபமா","அனுபமா"
"lasith","லசித்","லேசித்"
"atheethamaana","அதீதமான","அதேதாமன"
"baurnami","பெளர்ணமி","பார்னானி"
"poattikkaana","போட்டிக்கான","போட்டிக்கான"
"segariththu","சேகரித்து","சேகரித்து"
"vaikundar","வைகுண்டர்","வைகுன்டர்"
"thirankalaiyum","திறன்களையும்","திறங்களையும்"
"samaiththal","சமைத்தல்","சமைத்தல்"
"sittu","சிட்டு","சிட்டு"
"kiritthavarkalin","கிறித்தவர்களின்","கிரித்தவர்களின்"
"ouil","ஆயில்","ஊமில்"
"katch","கட்ச்","காட்ச்"
"kollal","கொளல்","கொள்ளல்"
"oothi","ஓதி","ஊதி"
"poluthupookkaaka","பொழுதுபோக்காக","பொழுதுபோக்காக"
"nuzhaindhanar","நுழைந்தனர்","நுழைந்தனர்"
"meenvarkalukku","மீனவர்களுக்கு","மீன்வர்களுக்கு"
"semms","சிம்ஸ்","சிம்ம்ஸ்"
"parimaattraththai","பரிமாற்றத்தை","பரிமாற்றத்தை"
"sollungkal","சொல்லுங்கள்","சொல்லுக்கள்"
"karunaakara","கருணாகர","கருநாகர"
"vruvaayth","வருவாய்த்","வருவாய்"
"keethanjali","கீதாஞ்சலி","கீதான்சிலி"
"pilaiyaaka","பிழையாக","பிளையாக"
"gowravikkum","கௌரவிக்கும்","கோரவிக்கும்"
"kooppaikal","கோப்பைகள்","கோப்பைகள்"
"reshii","ரிஷி","ரேசி"
"kulangkalai","குளங்களை","குழங்களை"
"thodarbuth","தொடர்புத்","தொடர்புத்"
"vidhikka","விதிக்க","விதிக்க"
"sangamoom","சங்கமும்","சங்கமோம்"
"vadikaal","வடிகால்","வடிகால்"
"thamizhakatthukku","தமிழகத்துக்கு","தமிழகத்துக்கு"
"vimaanangalin","விமானங்களின்","விமானங்களின்"
"kuzhandhaai","குழந்தாய்","குழந்தையே"
"coimbatore","கோவை","காய்ப்போட்டி"
"tholaipesigalil","தொலைபேசிகளில்","தொலைபேகிலளில்"
"kaahpi","காஃபி","காப்பி"
"thanithaniyaga","தனித்தனியாக","தனிதனியாக"
"aruppukkoattai","அருப்புக்கோட்டை","அருப்புக்கோட்டை"
"paeek","பேக்","பேக்"
"paalum","பாலும்","பாலும்"
"dhakshinaamoorthy","தட்சிணாமூர்த்தி","தக்சில்மோத்தி"
"muraimaikku","முறைமைக்கு","முறைமைக்கு"
"noolagaththai","நூலகத்தை","நூலகத்தை"
"koduramaga","கொடூரமாக","கொடுரமாக"
"tamilagaththilum","தமிழகத்திலும்","தமிழக்கத்திலும்"
"guinea","கிண்ணியா","குமிய"
"uudakaththil","ஊடகத்தில்","ஊடகத்தில்"
"munnanikku","முன்னணிக்கு","முன்னனிக்கு"
"kolukattai","கொழுக்கட்டை","கொளுகத்தை"
"noyaka","புற்று","நோயாக"
"betlez","பீட்டில்ஸ்","பெட்லில்"
"sallukiyar","சாளுக்கியர்","சல்லுகியார்"
"kodura","கொடூர","கொட்டர்"
"mathippaaga","மதிப்பாக","மதிப்பாக"
"qey","சாவி","கெய்"
"kadaisiyaaka","கடைசியாக","கடைசியாக"
"wedeec","வேதக்","வேடிஸ்"
"chankath","சங்கத்","சங்கத்"
"pasukkazhin","பசுக்களின்","பசுக்களின்"
"karpadhil","கற்பதில்","கற்பதில்"
"paandavarkal","பாண்டவர்கள்","பாண்டவர்கள்"
"aayerakkanakkil","ஆயிரக்கணக்கில்","ஆயர்கள்களுகள்"
"kiriththavarkal","கிறித்தவர்கள்","கிரித்தவர்கள்"
"kambalattu","கம்பளத்து","கம்பலாட்டு"
"irukkavillai","இருக்கவில்லை","இருக்கவில்லை"
"thaangkaamal","தாங்காமல்","தாங்காமல்"
"peyarilum","பெயரிலும்","பெயரிலும்"
"padutthiyathu","படுத்தியது","படுத்தியது"
"anthak","அந்தக்","அந்தக்"
"coimbaetore","கோவை","காய்பப்பர்"
"peyaroo","பெயரோ","பெயரோ"
"avalaik","அவளைக்","அவளைக்"
"yaaaraenum","யாரேனும்","யாஜாணும்"
"orangal","ஓரங்கள்","ஒரங்கள்"
"aayvuk","ஆய்வுக்","ஆய்வுக்"
"kaidhikalai","கைதிகளை","கைதிகளை"
"soozhappattadhu","சூழப்பட்டது","சூழப்பட்டது"
"odiissey","ஒடிசி","ஒடிவ்சி"
"baanankal","பானங்கள்","பாணங்கள்"
"thozhumpoathu","தொழும்போது","தொழும்போது"
"thamizhagatthai","தமிழகத்தை","தமிழகத்தை"
"kudaiyil","குடையில்","குடையில்"
"vaethaththai","வேதத்தை","வேதத்தை"
"pisin","பிசின்","பிசின்"
"kurainthavarkal","குறைந்தவர்கள்","குறைந்தவர்கள்"
"karpatthil","கற்பதில்","கற்பத்தில்"
"baathaikalum","பாதைகளும்","பாதைகளும்"
"andar","அண்டர்","அண்டர்"
"thokuppin","தொகுப்பின்","தொகுப்பின்"
"valakkurai","வழக்குரை","வழக்குறை"
"thaduththaar","தடுத்தார்","தடுத்தார்"
"kolkiraarkal","கொள்கிறார்கள்","கொள்கிறார்கள்"
"kudayyil","குடையில்","குடையில்"
"seiyappattathu","செய்யப்பட்டது","செய்யப்பட்டது"
"maalik","மாலிக்","மாலிக்"
"thambathikku","தம்பதிக்கு","தம்பதிக்கு"
"solarkal","சோழர்கள்","சொலர்கள்"
"unesco","யுனெஸ்கோ","உன்லோஸ்"
"piradhaanamaana","பிரதானமான","பிரதாமமான"
"kaankiraan","காண்கிறான்","காங்கிறான்"
"noolakangkal","நூலகங்கள்","நூலகங்கள்"
"meampaalam","மேம்பாலம்","மீம்பாலம்"
"inaiya","இனைய","இணைய"
"kaalakattaththil","காலகட்டத்தில்","காலகத்திறில்"
"pazhu","பழு","பழு"
"uruvaakavum","உருவாகவும்","உருவாகவும்"
"tholaipesikalil","தொலைபேசிகளில்","தொலைபேகிலளில்"
"tabago","டொபாகோ","தபோக"
"pathippiththullaar","பதிப்பித்துள்ளார்","பதிப்பித்துள்ளார்"
"punitharkal","புனிதர்கள்","புனிதர்கள்"
"quantam","குவாண்டம்","குண்டம்"
"amaithuth","அமைத்துத்","அமைத்து"
"vidayanggalai","விடயங்களை","விடைங்களை"
"veelnththathu","வீழ்ந்தது","வீழ்ந்தது"
"veesuthal","வீசுதல்","வீசுதல்"
"gud","குட்","குட்"
"karloos","கார்லோஸ்","கார்ஸ்"
"kadavulgalin","கடவுள்களின்","கடவுக்களின்"
"douglas","டக்ளஸ்","டாக்லல்"
"kadidhangalum","கடிதங்களும்","கடிதங்களும்"
"panigalin","பணிகளின்","பணிகளின்"
"upsalla","உப்சாலா","உப்சல்"
"nasavil","நாசாவில்","நவவில்"
"polutil","மாலைப்","பொலுடில்"
"padaiththu","படைத்து","படைத்து"
"paathaiyaip","பாதையைப்","பாதையைப்"
"bangkuthaararkalin","பங்குதாரர்களின்","பங்குராரர்களின்"
"pirathyaekamaaka","பிரத்யேகமாக","பிரதியாககாக"
"periyadhu","பெரியது","பெரியது"
"peruvathargaaga","பெறுவதற்காக","பெறுவதற்காக"
"aditti","அதிதி","அடித்தி"
"nokki","நோக்கி","நோக்கி"
"kudippazhakkam","குடிப்பழக்கம்","குடிப்பலங்கள்"
"mantha","மந்த","மந்த"
"kutay","குடை","குடை"
"kooththu","கூத்து","கூத்து"
"boolla","போலா","பூல்லா"
"cype","சைப்","சிப்"
"kuu","கூ","கு"
"appozhuthu","அப்பொழுது","அப்பொழுது"
"viluppuram","விழுப்புரம்","விளுப்புரம்"
"senguththaana","செங்குத்தான","செங்குத்தான"
"kallooriyaga","கல்லூரியாக","கள்லோரியாக"
"mattravarkalidam","மற்றவர்களிடம்","மற்றவர்களிடம்"
"vittaal","பிறந்து","விட்டால்"
"nigalvaip","நிகழ்வைப்","நிகழ்வைப்"
"parimaatramum","பரிமாற்றமும்","பரிமாற்றாமும்"
"sangaththai","சங்கத்தை","சங்கத்தை"
"visaariththa","விசாரித்த","விசாரித்த"
"collie","கோலி","கால்லி"
"vedeec","வேதக்","வேடிஸ்"
"sanji","சாஞ்சி","சால்சி"
"pathippittha","பதிப்பித்த","பதிப்பித்த"
"darwyn","டார்வின்","டார்வின்"
"symms","சிம்ஸ்","சிம்ஸ்"
"thoguththaar","தொகுத்தார்","தொகுத்தார்"
"aduththum","அடுத்தும்","அடுத்தும்"
"manaikku","மனைக்கு","மனைக்கு"
"livarpuul","லிவர்பூல்","லிவர்பூல்"
"bangkuthaararkal","பங்குதாரர்கள்","பங்குதாரர்கள்"
"velippuram","வெளிப்புறம்","வெளிப்புறம்"
"viyanththu","வியந்து","வியந்து"
"ninaivaagavum","நினைவாகவும்","நினைவாகவும்"
"erpadaamal","ஏற்படாமல்","ஏற்படாமல்"
"sandhia","சந்தியா","சந்தியா"
"malargalaiyum","மலர்களையும்","மலர்களையும்"
"prabuu","பிரபு","பிரபு"
"noolakaththirkku","நூலகத்திற்கு","நூலத்திற்கிற்கு"
"maahesh","மகேஷ்","மாகேஷ்"
"manaigal","மனைகள்","மணைகள்"
"radar","ரேடார்","ராடர்"
"kettathu","கேட்டது","கெட்டது"
"athilum","அதிலும்","அதிலும்"
"nadhik","நதிக்","நதிக்"
"nigalvum","நிகழ்வும்","நிகழ்வும்"
"masuthiyin","மசூதியின்","மசுதியின்"
"dhoranai","தோரணை","தொரணை"
"ekapoakam","ஏகபோகம்","எகபோகம்"
"viththiyaachap","வித்தியாசப்","வித்தியாசப்"
"velippadaiyaanadhu","வெளிப்படையானது","வெளிப்படையானது"
"padippaith","படிப்பைத்","படிப்பைத்"
"chozhargal","சோழர்கள்","சொழர்கள்"
"aandarsan","ஆண்டர்சன்","ஆண்டர்சன்"
"kyuuba","கியூபா","கிபாப்"
"serththum","சேர்த்தும்","சேர்த்தும்"
"pazhu","பளு","பழு"
"poalavoa","போலவோ","போலவே"
"siv","சிவ","சி"
"viladimir","விளாடிமிர்","விலாடியர்"
"kalviyae","கல்வியே","கல்வியே"
"sastrii","சாஸ்திரி","சாஸ்டிரி"
"maanikkam","மாணிக்கம்","மாணிக்கம்"
"nirvaagath","நிர்வாகத்","நிற்வாகத்"
"mukaitheen","முகைதீன்","முகைதேன்"
"koapi","கோபி","கோபி"
"noayaaga","புற்று","நோயாக"
"vaelaikkum","வேலைக்கும்","வேளைக்கும்"
"luudhiana","லூதியானா","லூதியன"
"pukazhpetravai","புகழ்பெற்றவை","புகழ்பேற்றவை"
"thalaivanai","தலைவனை","தலைவனை"
"padhippiththa","பதிப்பித்த","பதிப்பித்த"
"padaitthathu","படைத்தது","படைத்தது"
"karkalin","கார்களின்","காற்களின்"
"thota","தொட","தோடா"
"magalaith","மகளைத்","மகளைத்"
"alavukkum","அளவுக்கும்","அளவுக்கும்"
"poruntha","பொருந்த","பொருந்த"
"veentum","குளிக்க","வீண்டும்"
"kannottaththil","கண்ணோட்டத்தில்","கண்ணோட்டத்தில்"
"kattumaana","கட்டுமான","கட்டுமான"
"patimatthin","படிமத்தின்","படிமத்தின்"
"pirithaar","பிரித்தார்","பிரித்தார்"
"viththiyaaamaaga","வித்தியாசமாக","வித்தியாமாக"
"kalvikkana","கல்விக்கான","கல்விக்கன"
"guurilla","கொரில்லா","கூறில்ல"
"cankankal","சங்கங்கள்","சங்கங்கள்"
"woulga","வோல்கா","வோல்க"
"gauurilla","கொரில்லா","கொரில்ல"
"poluthil","மாலைப்","பொலுதில்"
"taarvin","டார்வின்","தார்வின்"
"paandavarkalum","பாண்டவர்களும்","பாண்டவர்களும்"
"adhilum","அதிலும்","அதிலும்"
"amaithu","அமைத்து","அமைது"
"mudindhdhaal","முடிந்தால்","முடிந்தால்"
"valaththaiyum","வளத்தையும்","வழத்தையும்"
"geethayil","கீதையில்","கீதைய்"
"noolagangkalil","நூலகங்களில்","நூலகங்களில்"
"aankalin","ஆண்களின்","ஆங்களின்"
"koatpaatu","கோட்பாடு","கோட்பாடு"
"centre","சென்டர்","சென்றி"
"thamizhakaththukku","தமிழகத்துக்கு","தமிழகத்துக்கு"
"valasai","வலசை","வலசை"
"pakadai","பகடை","பக்கடை"
"kadarkarayil","கடற்கரையில்","கடற்கரையில்"
"mukammathu","முகம்மது","முகம்மது"
"aaloasanaikal","ஆலோசனைகள்","ஆலோசனைகள்"
"mugamaakavum","முகமாகவும்","முகமாகவும்"
"uooraga","ஊரக","ஊரக"
"paliyiduvathu","பலியிடுவது","பலியிட்டது"
"oppanthap","ஒப்பந்தப்","ஒப்பந்தப்"
"uraiyaadalgalil","உரையாடல்களில்","உரையாடங்களில்"
"noolum","நூலும்","நூலும்"
"thoatruviththu","தோற்றுவித்து","தோற்றுவித்து"
"aalayangalai","ஆலயங்களை","ஆலையங்களை"
"kootpaatukalum","கோட்பாடுகளும்","கூட்பாடுகளும்"
"muraimaigalai","முறைமைகளை","முறைமைகளை"
"adikalaiyum","அடிகளையும்","அடிகளையும்"
"kaalattaic","காலத்தைச்","காலத்தைச்"
"periyadhum","பெரியதும்","பெரியதும்"
"sasanaththin","சாசனத்தின்","சவனத்தின்"
"andhak","அந்தக்","அந்தக்"
"kondirukkavillai","கொண்டிருக்கவில்லை","கொண்டிருக்கவில்லை"
"kudaindhu","குடைந்து","குடைந்து"
"unarvaaka","உணர்வாக","உணர்வாக"
"amachankalil","அம்சங்களில்","அமசாங்களில்"
"kambeniyin","கம்பெனியின்","கம்பெனியின்"
"sateesh","சதீஷ்","சாடேஷ்"
"solvathaga","சொல்வதாக","சொல்வதாக"
"kattamaikka","கட்டமைக்க","கட்டமைக்க"
"qiubaa","கியூபா","கிபா"
"valiththoanralkal","வழித்தோன்றல்கள்","வழித்துள்ளல்கள்"
"veruththaar","வெறுத்தார்","வெருத்தார்"
"nadhiyilirunththu","நதியிலிருந்து","நதியிலிருந்து"
"senkuththaana","செங்குத்தான","செங்குத்தான"
"gorila","கொரில்லா","கொரிலா"
"uraiyaatalgalai","உரையாடல்களை","உரையாடங்களை"
"kambankal","கம்பங்கள்","கம்பங்கள்"
"booraun","போரான்","பூரான்"
"currender","சரணடைய","குர்டென்டர்"
"nooyinai","நோயினை","நோயினை"
"eattrukkondanar","ஏற்றுக்கொண்டனர்","ஏற்றுக்கொண்டனர்"
"thalaimaiyidamaaga","தலைமையிடமாக","தலைமையிதமாக"
"thaangaamal","தாங்காமல்","தாங்காமல்"
"aaytha","ஆய்த","ஆய்த"
"tharavai","தரவை","தரவை"
"seyarpaadugalai","செயற்பாடுகளை","செயற்பாடுகளை"
"caaminaathan","சாமிநாதன்","சாமினாதன்"
"koopi","கோபி","கோபி"
"africavai","ஆப்பிரிக்காவை","ஆப்ரிக்காசை"
"pinvaangkinaar","பின்வாங்கினார்","பின்வாங்குனார்"
"saasthirigal","சாஸ்திரிகள்","சாஸ்திரிகள்"
"goly","கோலி","கோலி"
"amsangalil","அம்சங்களில்","அம்சங்களில்"
"sithiraip","சித்திரைப்","சிதிரைப்"
"kalingap","கலிங்கப்","கலிங்கப்"
"paradesi","பரதேசி","பரதேசி"
"companigal","கம்பெனிகள்","கம்பமில்கள்"
"maattramadaiyum","மாற்றமடையும்","மாற்றமையையும்"
"caarloos","கார்லோஸ்","கார்லோஸ்"
"panikkaana","பணிக்கான","பணிக்கான"
"nuzhaindhadhum","நுழைந்ததும்","நுழைந்ததும்"
"thondriyulladhu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"mesion","மிஷன்","மெசியன்"
"aangak","ஆண்கள்","ஆங்கக்"
"vittradhu","விற்றது","விற்றது"
"aan","ஆன்","ஆன்"
"sikana","சிக்கன","சிக்கன"
"harriz","ஹாரிஸ்","ஹார்ரி"
"seyint","செயிண்ட்","செயின்ட்"
"koopai","கோப்பை","கோபை"
"kadidhatai","கடிதத்தை","கடித்தாயை"
"vaangkappadum","வாங்கப்படும்","வாங்கப்படும்"
"kutatu","இருக்கக்","குடாடு"
"aalayankalin","ஆலயங்களின்","ஆலையங்களின்"
"nadhiyilirunthu","நதியிலிருந்து","நதியிலிருந்து"
"kanaththai","கணத்தை","கனத்தை"
"kaipesi","கைபேசி","கைப்பிசி"
"ivaithaan","இவைதான்","இவைதான்"
"cheluthinar","செலுத்தினர்","செலுத்தினர்"
"aatrtrukku","ஆற்றுக்கு","ஆற்றுக்கு"
"kattumaanap","கட்டுமானப்","கட்டுமாமப்"
"thittamidum","திட்டமிடும்","திட்டமிடும்"
"ippaadhai","இப்பாதை","இப்பாதை"
"manamaakaatha","மணமாகாத","மனமாகத்த"
"unescovin","யுனெஸ்கோவின்","உன்லோயியின்"
"asook","அசோகா","அசோக்"
"poattiyaana","போட்டியான","போட்டியான"
"unavukalaich","உணவுகளைச்","உணவுகளைச்"
"paython","பைதான்","பைத்தான்"
"raanuvaththil","ராணுவத்தில்","ராணுவத்தில்"
"paai","பை","பாய்"
"sammanthar","சம்மந்தர்","சம்மந்தர்"
"jaanukku","ஜானுக்கு","ஜானுக்கு"
"koophi","கோபி","கோபி"
"veezhchchikkum","வீழ்ச்சிக்கும்","வீழ்ச்சிக்கும்"
"adankiyuzhzha","அடங்கியுள்ள","அடங்கியுள்ல"
"santo","சாண்டோ","சந்தோ"
"raamaayanam","ராமாயணம்","ராமாயமம்"
"kondirukkumpoadhu","கொண்டிருக்கும்போது","கொண்டிருக்கப்போடு"
"aandae","ஆண்டே","ஆண்டே"
"ilamvayathilaeyae","இளம்வயதிலேயே","இலம்சவியிலேயே"
"pele","பிலே","பெல்லா"
"aeathimuka","அஇஅதிமுக","ஏயிமுக்க"
"kootpaadukalin","கோட்பாடுகளின்","கூட்பாடுகளின்"
"malarkalaiyum","மலர்களையும்","மலர்களையும்"
"nicotin","நிகோடின்","நிகோடின்"
"evaikalae","இவைகளே","இவைகளே"
"sathaveetham","சதவீதம்","சதாவிதம்"
"yelagiri","ஏலகிரி","எலகிரி"
"harijan","ஹரிஜன்","ஹாரியன்"
"cauuimbatore","கோவை","காமும்பரிக"
"piraamanarkalum","பிராமணர்களும்","பிராமனல்களும்"
"oppantham","ஒப்பந்தம்","ஒப்பந்தம்"
"aarppaattanggal","ஆர்ப்பாட்டங்கள்","ஆற்பாட்டாங்கள்"
"zoordan","ஜோர்டான்","ஜூர்டன்"
"vanigarkalum","வணிகர்களும்","வணிகர்களும்"
"paduththiyathu","படுத்தியது","படுத்தியது"
"moscowin","மாஸ்கோவின்","மாக்கோடின்"
"padaitthanar","படைத்தனர்","படைத்தனர்"
"meenkalaiyum","மீன்களையும்","மீங்களையும்"
"vaasippavar","வாசிப்பவர்","வாசிப்பார்"
"naatraththai","நாற்றத்தை","நாற்றத்தை"
"raamaa","ராமா","ராமா"
"lattiin","லத்தீன்","லட்டின்"
"kaalaththaich","காலத்தைச்","காலத்தைச்"
