"X","Y_true","Y_pred"
"paruman","பருமன்","பருமன்"
"kuruvai","குறுவை","குறுவை"
"kyts","கீட்ஸ்","கிட்ட்"
"valakkugalaiyum","வழக்குகளையும்","வழக்குகளையும்"
"sarakkugal","சரக்குகள்","சரக்குகள்"
"nokiye","நோக்கியே","நெக்கியோ"
"nanmaiyaaga","நன்மையாக","நன்சையாக"
"ulakinai","உலகினை","உலகினை"
"jappaanai","ஜப்பானை","மப்பாரை"
"agazhaayvil","அகழாய்வில்","அகழாயில்"
"mattravarkalaiyum","மற்றவர்களையும்","மற்றவர்களையும்"
"piradhaanap","பிரதானப்","பிரதாரப்"
"ahmadabadil","அகமதாபாத்தில்","ஆலாடப்படில்"
"athithi","அதிதி","அதிதி"
"gauld","கோல்ட்","காஸ்ட்"
"sipper","செய்பவர்","சிப்பான்"
"maicrosopht","மைக்ரோசாப்ட்","மெய்சூப்பாட்"
"vilimbugal","விளிம்புகள்","விளில்புகள்"
"linda","லிண்டா","மிட்டா"
"tiruchchirappalliyil","திருச்சிராப்பள்ளியில்","திருச்சிரப்பிலிலில்"
"maahes","மகேஷ்","ஜாயோஸ்"
"magaadevi","மகாதேவி","மகாதிவி"
"unavukkaana","உணவுக்கான","உறவுக்கான"
"kaettadhu","கேட்டது","கேட்டது"
"uruppugalin","உறுப்புகளின்","உறுப்புகளின்"
"karumpalakaiyil","கரும்பலகையில்","கரும்பல்பளையில்"
"aariyargalin","ஆரியர்களின்","ஆரியங்களின்"
"palaridam","பலரிடம்","பலனிடம்"
"patimankalai","படிமங்களை","படிலங்களை"
"panpaadu","பண்பாடு","பண்பாடு"
"thoontriyullathu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"anuppia","அனுப்பிய","அருப்பிய"
"kallurigalum","கல்லூரிகளும்","கல்லுறிகளும்"
"thiyaakaraajan","தியாகராஜன்","தியாகராமன்"
"thittamida","திட்டமிட","திட்டமிட"
"vaedhaththai","வேதத்தை","வேதத்தை"
"viththiyaasaththil","வித்தியாசத்தில்","வித்தியாதத்தில்"
"viththiyaasaththai","வித்தியாசத்தை","வித்தியாதத்தை"
"bhakkiyaraaj","பாக்யராஜ்","பாக்கியரால்"
"secret","சீக்ரெட்","காஸ்டர்"
"chayn","செயின்","சேன்"
"seiman","சைமன்","செல்லான்"
"russian","ரஷ்யன்","ரஷியன்"
"athirvukalai","அதிர்வுகளை","அதிருவ்களை"
"seiyappattar","செய்யப்பட்டார்","செய்யப்பட்டார்"
"shreenivaachan","ஸ்ரீநிவாசன்","சிரிரிவாவன்"
"aanjaneayar","ஆஞ்சநேயர்","ஆர்மரியன்"
"be","பீ","போ"
"pakistanukku","பாகிஸ்தானுக்கு","பாக்கிஸ்டருக்கு"
"unavuch","உணவுச்","உரவும்"
"baathaikalin","பாதைகளின்","பாதைகளின்"
"goldain","கோல்டன்","கொட்டைன்"
"kunamaa","குணமா","குரமா"
"magilchchiyil","மகிழ்ச்சியில்","மகிச்சியில்"
"vedhi","வேதி","வேதி"
"kolgalai","கோல்களை","கொல்களை"
"thandanaikal","தண்டனைகள்","தண்டனைகள்"
"neeroo","நீரோ","நீரோ"
"thalavaadankal","தளவாடங்கள்","தலவாடங்கள்"
"saent","செயிண்ட்","சேன்"
"vaaganangkalukku","வாகனங்களுக்கு","வாகரங்களுக்கு"
"boot","பூட்","பாட்"
"seydharth","சித்தார்த்","செய்தந்த்"
"harres","ஹாரிஸ்","ஹான்ஸ்"
"caarlos","கார்லோஸ்","சார்செல்"
"kaattup","காட்டுப்","காட்டுப்"
"seiyappatta","செய்யப்பட்ட","செய்யப்பட்ட"
"earpaduthal","ஏற்படுதல்","ஏற்படுதல்"
"tharunaththai","தருணத்தை","தருநத்தை"
"chankai","சங்கை","சங்கை"
"yesuppaaniya","எசுப்பானிய","எழுப்பானிய"
"pathippiththa","பதிப்பித்த","பதிப்பித்த"
"barathaechi","பரதேசி","பரதேசி"
"wouter","வாட்டர்","வாஸ்டர்"
"yoore","யூரி","யோரோ"
"nerittadhu","நேரிட்டது","நெரித்தது"
"kuvintu","குவிந்து","குவிந்து"
"saashthirigal","சாஸ்திரிகள்","சாச்திரிகள்"
"seyalpadadha","செயல்படாத","செயல்பட்டத"
"qelvinn","கெல்வின்","கால்வின்"
"panrigalai","பன்றிகளை","பண்ணிகளை"
"duuglas","டக்ளஸ்","துகல்"
"alazhagiyaana","அழகியான","அழகியான"
"koottatthaith","கூட்டத்தைத்","கூட்டத்தைத்"
"innigazhvai","இந்நிகழ்வை","இந்நிகள்வை"
"kootpaatukalai","கோட்பாடுகளை","கோட்பாடுகளை"
"metti","மெட்டி","மெட்டி"
"syms","சிம்ஸ்","சில்"
"ugandhavai","உகந்தவை","உகந்தவை"
"ivvaiyae","இவையே","இவ்வையே"
"netri","நெற்றி","நெட்ரி"
"thuulaith","தூளைத்","துளைத்"
"sangamigum","சங்கமிக்கும்","சங்களிக்கும்"
"idaiyooraaga","இடையூறாக","இடையோராக"
"masoothiyai","மசூதியை","மசீதியை"
"praemaa","பிரேமா","பிரேமா"
"puviyai","புவியை","புவியை"
"koappaiyai","கோப்பையை","கோப்பையை"
"seibavargalae","செய்பவர்களே","செய்பவர்களே"
"pizhaigal","பிழைகள்","பிழைகள்"
"padinilaikalil","படிநிலைகளில்","படினிலைகளில்"
"muthaliyanavum","முதலியனவும்","முதலியமானும்"
"sitoo","சிட்டு","சிட்டோ"
"maalaigal","மாலைகள்","மாலைகள்"
"suurenderr","சரணடைய","சுரென்றன்"
"maththiya","மத்திய","மத்திய"
"ippalli","இப்பள்ளி","இப்பலுமி"
"saaminaadhan","சாமிநாதன்","சாமினாதன்"
"cauimbetore","கோவை","கமூம்போட்டோ"
"panigazhaip","பணிகளைப்","பணிகளைப்"
"sedhamadaindhu","சேதமடைந்தது","சோதலவைந்து"
"nulainthapoathu","நுழைந்தபோது","நுழைத்தபோது"
"navami","நவமி","நாவலி"
"neeroattankal","நீரோட்டங்கள்","நீரேட்டங்கள்"
"niraivurum","நிறைவுறும்","நிறைவுரும்"
"qolly","கோலி","கொல்லி"
"sqoch","ஸ்காட்ச்","ஸ்கேச்"
"mahalatchumi","மகாலட்சுமி","மகாடஸ்துமி"
"aarkaadu","ஆற்காடு","ஆங்காடு"
"udalilum","உடலிலும்","உடலிலும்"
"kolunthu","கொழுந்து","கொளுந்து"
"suvachikka","சுவாசிக்க","சுவமிக்க"
"samprathaaya","சம்பிரதாய","சம்பந்தாவா"
"mauhammad","முஹம்மத்","மழம்மம்"
"thayalan","தயாளன்","தயாலர்"
"neeroattaththil","நீரோட்டத்தில்","நீரோட்டத்தில்"
"tamilarinar","தமிழறிஞர்","தமிழரினன்"
"poonakariyil","பூநகரியில்","பீரகரியில்"
"seyarpaadugalum","செயற்பாடுகளும்","செயற்பாடுகளும்"
"koopaikalai","கோப்பைகளை","கோபைகளை"
"dhandavaalangal","தண்டவாளங்கள்","தண்டமாளர்கள்"
"geethanjali","கீதாஞ்சலி","கூதர்மலி"
"uruvaakkuvathu","உருவாக்குவது","உருவாக்குவது"
"uurae","ஊரே","முனே"
"aatrtru","ஆற்று","ஆற்று"
"sethamadaindhathu","சேதமடைந்தது","சோதலவைந்தது"
"thiranaaligalukkaana","மாற்றுத்","திறராளிகளுக்காக"
"nadaiperaamal","நடைபெறாமல்","நடைபெராலம்"
"mukthi","முக்தி","முக்தி"
"irppu","புவி","இற்பு"
"aerpadavillai","ஏற்படவில்லை","ஏற்படவில்லை"
"kiran","கிரண்","கினான்"
"maali","மாலி","ஜாலி"
"baagyaraaj","பாக்யராஜ்","பாக்கராம்"
"vaangappadum","வாங்கப்படும்","வாங்கப்படும்"
"sandhiaa","சந்தியா","சந்தியா"
"mickey","மிக்கி","மிக்கி"
"nigazhththa","நிகழ்த்த","நிகழ்த்த"
"parikka","பறிக்க","பரிக்க"
"vazhangkappaduvathu","வழங்கப்படுவது","வழங்கப்படுவது"
"laenaa","லேனா","மேனா"
"kedukkum","கெடுக்கும்","கொடுக்கும்"
"thandin","தண்டின்","தண்டின்"
"muyanranar","முயன்றனர்","முயன்னனர்"
"baii","பை","பாய்"
"chollukkaana","சொல்லுக்கான","செல்லுக்கான"
"pie","பை","பி"
"ilatcha","இலட்ச","இலாட்ச"
"thaamboolam","தாம்பூலம்","தாம்போலல்"
"visaigalai","விசைகளை","விசைகளை"
"seyarpaadugalin","செயற்பாடுகளின்","செயற்பாடுகளின்"
"mudippu","முடிப்பு","முடிப்பு"
"kool","கூல்","கோல்"
"harriss","ஹாரிஸ்","ஹார்யிஸ்"
"paava","பாவ","பாவா"
"vaanoorthi","உலங்கு","வாரேந்தி"
"braamanarkalum","பிராமணர்களும்","பிராமரங்களும்"
"toonii","டோனி","டெனி"
"kudayyin","குடையின்","குடையின்"
"kaidhikal","கைதிகள்","கைதிகள்"
"ulvaanggiya","உள்வாங்கிய","உள்வாங்கிய"
"rooaver","ரோவர்","நோயார்"
"athirvu","அதிர்வு","அதிரில்"
"sangath","சங்கத்","சங்கத்"
"umathu","உமது","உலது"
"noolae","நூலே","ரூலா"
"oorangal","ஓரங்கள்","ஈரங்கள்"
"kinniya","கிண்ணியா","கின்னிய"
"andriravu","அன்றிரவு","அன்றினவு"
"ada","அடா","ஆட்டா"
"dhaasan","தாசன்","தாசர்"
"panigalukkum","பணிகளுக்கும்","பணிகளுக்கும்"
"thodarukku","தொடருக்கு","தொடருக்கு"
"samayath","சமயத்","சலாயத்"
"ariyappatta","அறியப்பட்ட","அறியப்பட்ட"
"chain","செயின்","சேன்"
"kalloorikalilum","கல்லூரிகளிலும்","கல்லீரிகளிலும்"
"silica","சிலிக்கா","சிமிலா"
"karumpulligal","கரும்புள்ளிகள்","கரும்புளுகள்"
"uraiyaatalgalil","உரையாடல்களில்","உறையாடல்களில்"
"anubamaa","அனுபமா","அனுபலா"
"lasith","லசித்","மசித்"
"atheethamaana","அதீதமான","அதிதமான"
"baurnami","பெளர்ணமி","பார்ராலி"
"poattikkaana","போட்டிக்கான","போட்டிக்கான"
"segariththu","சேகரித்து","செகரித்து"
"vaikundar","வைகுண்டர்","வைகுண்டன்"
"thirankalaiyum","திறன்களையும்","திறங்களையும்"
"samaiththal","சமைத்தல்","சலைத்தல்"
"sittu","சிட்டு","சிட்டு"
"kiritthavarkalin","கிறித்தவர்களின்","கிறிந்தவர்களின்"
"ouil","ஆயில்","எலில்"
"katch","கட்ச்","கட்சி"
"kollal","கொளல்","கொள்ளம்"
"oothi","ஓதி","ஊதி"
"poluthupookkaaka","பொழுதுபோக்காக","பொலுதுப்போகாக"
"nuzhaindhanar","நுழைந்தனர்","நுழைந்தனர்"
"meenvarkalukku","மீனவர்களுக்கு","மீர்வங்களுக்கு"
"semms","சிம்ஸ்","செல்"
"parimaattraththai","பரிமாற்றத்தை","பரிமாற்றத்தை"
"sollungkal","சொல்லுங்கள்","செல்லுக்கம்"
"karunaakara","கருணாகர","கருணாகன"
"vruvaayth","வருவாய்த்","இருவாத்"
"keethanjali","கீதாஞ்சலி","கூதர்மலி"
"pilaiyaaka","பிழையாக","பிளையாக"
"gowravikkum","கௌரவிக்கும்","கொல்வவிக்கும்"
"kooppaikal","கோப்பைகள்","கோப்பைகள்"
"reshii","ரிஷி","ரேசி"
"kulangkalai","குளங்களை","குழங்களை"
"thodarbuth","தொடர்புத்","தொடர்புத்"
"vidhikka","விதிக்க","விதிக்க"
"sangamoom","சங்கமும்","சங்களும்"
"vadikaal","வடிகால்","வடிகால்"
"thamizhakatthukku","தமிழகத்துக்கு","தமிழதாக்குக்கு"
"vimaanangalin","விமானங்களின்","விமாரங்களின்"
"kuzhandhaai","குழந்தாய்","குழந்தாய்"
"coimbatore","கோவை","செய்ப்பட்டே"
"tholaipesigalil","தொலைபேசிகளில்","தொலைப்போடிகளில்"
"kaahpi","காஃபி","காப்பி"
"thanithaniyaga","தனித்தனியாக","தனிதரியாக"
"aruppukkoattai","அருப்புக்கோட்டை","அருப்புக்கொட்டை"
"paeek","பேக்","பேக்"
"paalum","பாலும்","பாலும்"
"dhakshinaamoorthy","தட்சிணாமூர்த்தி","தக்சிலாரிந்தி"
"muraimaikku","முறைமைக்கு","முறைமைக்கு"
"noolagaththai","நூலகத்தை","நீலகத்தை"
"koduramaga","கொடூரமாக","கொடுமமாக"
"tamilagaththilum","தமிழகத்திலும்","தமிழகத்திலும்"
"guinea","கிண்ணியா","கிலின்"
"uudakaththil","ஊடகத்தில்","ஊடகத்தில்"
"munnanikku","முன்னணிக்கு","முன்னணிக்கு"
"kolukattai","கொழுக்கட்டை","கொலுகத்தை"
"noyaka","புற்று","நோயாக"
"betlez","பீட்டில்ஸ்","பெட்டம்"
"sallukiyar","சாளுக்கியர்","சாலுக்கியன்"
"kodura","கொடூர","கெடுரா"
"mathippaaga","மதிப்பாக","மதிப்பாக"
"qey","சாவி","காய்"
"kadaisiyaaka","கடைசியாக","கடைசியாக"
"wedeec","வேதக்","வெட்டம்"
"chankath","சங்கத்","சங்கத்"
"pasukkazhin","பசுக்களின்","பழுக்களின்"
"karpadhil","கற்பதில்","கண்பதில்"
"paandavarkal","பாண்டவர்கள்","பாண்டவர்கள்"
"aayerakkanakkil","ஆயிரக்கணக்கில்","ஆயோரக்கணங்கில்"
"kiriththavarkal","கிறித்தவர்கள்","கிறித்தவர்கள்"
"kambalattu","கம்பளத்து","கம்பவட்டு"
"irukkavillai","இருக்கவில்லை","இருக்கவில்லை"
"thaangkaamal","தாங்காமல்","தாங்காலம்"
"peyarilum","பெயரிலும்","பெயரிலும்"
"padutthiyathu","படுத்தியது","படுத்தியது"
"anthak","அந்தக்","அந்தக்"
"coimbaetore","கோவை","செய்போட்டோர்"
"peyaroo","பெயரோ","பெயரோ"
"avalaik","அவளைக்","அவளைக்"
"yaaaraenum","யாரேனும்","யாயாரும்"
"orangal","ஓரங்கள்","இரங்கள்"
"aayvuk","ஆய்வுக்","ஆய்வுக்"
"kaidhikalai","கைதிகளை","கைதிகளை"
"soozhappattadhu","சூழப்பட்டது","சூழப்பட்டது"
"odiissey","ஒடிசி","எடிஸ்தி"
"baanankal","பானங்கள்","பாரங்கள்"
"thozhumpoathu","தொழும்போது","தொழும்போது"
"thamizhagatthai","தமிழகத்தை","தமிழகத்தை"
"kudaiyil","குடையில்","குடையில்"
"vaethaththai","வேதத்தை","வேதத்தை"
"pisin","பிசின்","பிலின்"
"kurainthavarkal","குறைந்தவர்கள்","குறைந்தவர்கள்"
"karpatthil","கற்பதில்","கண்பத்தில்"
"baathaikalum","பாதைகளும்","பாதைகளும்"
"andar","அண்டர்","அந்தன்"
"thokuppin","தொகுப்பின்","தொகுப்பின்"
"valakkurai","வழக்குரை","வழக்குறை"
"thaduththaar","தடுத்தார்","தடுத்தார்"
"kolkiraarkal","கொள்கிறார்கள்","கொள்கிறார்கள்"
"kudayyil","குடையில்","குடையில்"
"seiyappattathu","செய்யப்பட்டது","செய்யப்பட்டது"
"maalik","மாலிக்","மாசிக்"
"thambathikku","தம்பதிக்கு","தம்பதிக்கு"
"solarkal","சோழர்கள்","சேலங்கள்"
"unesco","யுனெஸ்கோ","உராச்சி"
"piradhaanamaana","பிரதானமான","பிரதாரமான"
"kaankiraan","காண்கிறான்","காங்கினார்"
"noolakangkal","நூலகங்கள்","நீலகங்கள்"
"meampaalam","மேம்பாலம்","மோம்பாளம்"
"inaiya","இனைய","இணைய"
"kaalakattaththil","காலகட்டத்தில்","காலகட்டத்தில்"
"pazhu","பழு","பழு"
"uruvaakavum","உருவாகவும்","உருவாகவும்"
"tholaipesikalil","தொலைபேசிகளில்","தொலைப்போடிகளில்"
"tabago","டொபாகோ","தபாக்"
"pathippiththullaar","பதிப்பித்துள்ளார்","பதிப்பிட்துள்ளார்"
"punitharkal","புனிதர்கள்","புரிதங்கள்"
"quantam","குவாண்டம்","குண்டால்"
"amaithuth","அமைத்துத்","அமைத்துத்"
"vidayanggalai","விடயங்களை","விடையங்களை"
"veelnththathu","வீழ்ந்தது","வீழ்ந்தது"
"veesuthal","வீசுதல்","வீசுதல்"
"gud","குட்","குட்"
"karloos","கார்லோஸ்","காஞ்செல்"
"kadavulgalin","கடவுள்களின்","கடவுவுகளின்"
"douglas","டக்ளஸ்","டாக்கல்"
"kadidhangalum","கடிதங்களும்","கடித்தங்களும்"
"panigalin","பணிகளின்","பணிகளின்"
"upsalla","உப்சாலா","உப்பால்ல"
"nasavil","நாசாவில்","நாலவில்"
"polutil","மாலைப்","பால்டில்"
"padaiththu","படைத்து","படைத்து"
"paathaiyaip","பாதையைப்","பாதையைப்"
"bangkuthaararkalin","பங்குதாரர்களின்","பங்குதாரங்களின்"
"pirathyaekamaaka","பிரத்யேகமாக","பிரதிகளாகக"
"periyadhu","பெரியது","பெரியது"
"peruvathargaaga","பெறுவதற்காக","பெருவதற்காக"
"aditti","அதிதி","அடிட்டி"
"nokki","நோக்கி","நோக்கி"
"kudippazhakkam","குடிப்பழக்கம்","குடிப்பவர்கள்"
"mantha","மந்த","மந்த"
"kutay","குடை","குடை"
"kooththu","கூத்து","கூத்து"
"boolla","போலா","பூலா"
"cype","சைப்","சிப்"
"kuu","கூ","கு"
"appozhuthu","அப்பொழுது","அப்புழுது"
"viluppuram","விழுப்புரம்","விழுப்புரம்"
"senguththaana","செங்குத்தான","செங்குத்தான"
"kallooriyaga","கல்லூரியாக","கல்மீரியாக"
"mattravarkalidam","மற்றவர்களிடம்","மற்றவர்களிடம்"
"vittaal","பிறந்து","விட்டால்"
"nigalvaip","நிகழ்வைப்","நிகழ்வைப்"
"parimaatramum","பரிமாற்றமும்","பரிமாற்றளும்"
"sangaththai","சங்கத்தை","சங்கத்தை"
"visaariththa","விசாரித்த","விசாரித்த"
"collie","கோலி","செல்லி"
"vedeec","வேதக்","வெட்டம்"
"sanji","சாஞ்சி","சார்சி"
"pathippittha","பதிப்பித்த","பதிப்பிட்ட"
"darwyn","டார்வின்","டார்வின்"
"symms","சிம்ஸ்","சில்"
"thoguththaar","தொகுத்தார்","தொகுத்தார்"
"aduththum","அடுத்தும்","அடுத்தும்"
"manaikku","மனைக்கு","மறைக்கு"
"livarpuul","லிவர்பூல்","மியர்பும்"
"bangkuthaararkal","பங்குதாரர்கள்","பங்குதாரங்கள்"
"velippuram","வெளிப்புறம்","வெளிப்புரம்"
"viyanththu","வியந்து","வியந்து"
"ninaivaagavum","நினைவாகவும்","நிறைவாகவும்"
"erpadaamal","ஏற்படாமல்","என்படமாம்"
"sandhia","சந்தியா","சந்திய"
"malargalaiyum","மலர்களையும்","மலங்களையும்"
"prabuu","பிரபு","பிரப்பு"
"noolakaththirkku","நூலகத்திற்கு","நீலகத்திற்கு"
"maahesh","மகேஷ்","மாகோஷ்"
"manaigal","மனைகள்","மறைகள்"
"radar","ரேடார்","நாடன்"
"kettathu","கேட்டது","கொட்டது"
"athilum","அதிலும்","அதிலும்"
"nadhik","நதிக்","நதிக்"
"nigalvum","நிகழ்வும்","நிகழ்வும்"
"masuthiyin","மசூதியின்","மசுதியின்"
"dhoranai","தோரணை","தெரரை"
"ekapoakam","ஏகபோகம்","இகபாகம்"
"viththiyaachap","வித்தியாசப்","வித்தியாமப்"
"velippadaiyaanadhu","வெளிப்படையானது","வெளிப்படையானது"
"padippaith","படிப்பைத்","படிப்பைத்"
"chozhargal","சோழர்கள்","சொழங்கள்"
"aandarsan","ஆண்டர்சன்","ஆண்டர்சர்"
"kyuuba","கியூபா","கிலுப்பா"
"serththum","சேர்த்தும்","சேர்த்தும்"
"pazhu","பளு","பழு"
"poalavoa","போலவோ","போலவே"
"siv","சிவ","சி"
"viladimir","விளாடிமிர்","விலட்டினின்"
"kalviyae","கல்வியே","கல்வியே"
"sastrii","சாஸ்திரி","சாஸ்டி"
"maanikkam","மாணிக்கம்","மாரிக்கம்"
"nirvaagath","நிர்வாகத்","நிற்வாகத்"
"mukaitheen","முகைதீன்","முகைத்தூர்"
"koapi","கோபி","கோபி"
"noayaaga","புற்று","நோயாக"
"vaelaikkum","வேலைக்கும்","வேளைக்கும்"
"luudhiana","லூதியானா","முதியன"
"pukazhpetravai","புகழ்பெற்றவை","புகல்பெற்றவை"
"thalaivanai","தலைவனை","தலைவரை"
"padhippiththa","பதிப்பித்த","பதிப்பித்த"
"padaitthathu","படைத்தது","படைத்தது"
"karkalin","கார்களின்","கண்களின்"
"thota","தொட","தேட"
"magalaith","மகளைத்","மகளைத்"
"alavukkum","அளவுக்கும்","அளவுக்கும்"
"poruntha","பொருந்த","பொருந்த"
"veentum","குளிக்க","வீண்டும்"
"kannottaththil","கண்ணோட்டத்தில்","கண்ணெட்டத்தில்"
"kattumaana","கட்டுமான","கட்டுமான"
"patimatthin","படிமத்தின்","படிமத்தின்"
"pirithaar","பிரித்தார்","பிரித்தார்"
"viththiyaaamaaga","வித்தியாசமாக","வித்தியாளாக"
"kalvikkana","கல்விக்கான","கல்விக்கன"
"guurilla","கொரில்லா","குரில்ல"
"cankankal","சங்கங்கள்","சங்கங்கள்"
"woulga","வோல்கா","வெலுக்க"
"gauurilla","கொரில்லா","கலுரில்ல"
"poluthil","மாலைப்","பொலுதில்"
"taarvin","டார்வின்","டார்வின்"
"paandavarkalum","பாண்டவர்களும்","பாண்டவர்களும்"
"adhilum","அதிலும்","அதிலும்"
"amaithu","அமைத்து","அமைது"
"mudindhdhaal","முடிந்தால்","முடிந்தால்"
"valaththaiyum","வளத்தையும்","வளத்தையும்"
"geethayil","கீதையில்","கூதைய்"
"noolagangkalil","நூலகங்களில்","நீலகங்களில்"
"aankalin","ஆண்களின்","ஆங்களின்"
"koatpaatu","கோட்பாடு","கோட்பாட்டு"
"centre","சென்டர்","சென்றி"
"thamizhakaththukku","தமிழகத்துக்கு","தமிழரத்துக்கு"
"valasai","வலசை","வலகை"
"pakadai","பகடை","பகட்டை"
"kadarkarayil","கடற்கரையில்","கடங்கரையில்"
"mukammathu","முகம்மது","முகமுத்து"
"aaloasanaikal","ஆலோசனைகள்","ஆலேசனைகள்"
"mugamaakavum","முகமாகவும்","முகமாகவும்"
"uooraga","ஊரக","மீராக"
"paliyiduvathu","பலியிடுவது","பலியிடுவது"
"oppanthap","ஒப்பந்தப்","ஒப்பந்தப்"
"uraiyaadalgalil","உரையாடல்களில்","உறையாடல்களில்"
"noolum","நூலும்","நோலும்"
"thoatruviththu","தோற்றுவித்து","தோற்றுவிட்டு"
"aalayangalai","ஆலயங்களை","ஆலயங்களை"
"kootpaatukalum","கோட்பாடுகளும்","கோட்பாடுகளும்"
"muraimaigalai","முறைமைகளை","முறைமைகளை"
"adikalaiyum","அடிகளையும்","அடிகளையும்"
"kaalattaic","காலத்தைச்","காலட்டைல்"
"periyadhum","பெரியதும்","பெரியதும்"
"sasanaththin","சாசனத்தின்","சமாதத்தின்"
"andhak","அந்தக்","அந்தக்"
"kondirukkavillai","கொண்டிருக்கவில்லை","கொண்டிருக்கவில்லை"
"kudaindhu","குடைந்து","குடைந்து"
"unarvaaka","உணர்வாக","உணர்வாக"
"amachankalil","அம்சங்களில்","அமசங்களில்"
"kambeniyin","கம்பெனியின்","கம்போரியின்"
"sateesh","சதீஷ்","சடோஷ்"
"solvathaga","சொல்வதாக","செல்வதாக"
"kattamaikka","கட்டமைக்க","கட்டலைக்க"
"qiubaa","கியூபா","கில்பா"
"valiththoanralkal","வழித்தோன்றல்கள்","வளித்தேற்கள்கள்"
"veruththaar","வெறுத்தார்","வெருத்தார்"
"nadhiyilirunththu","நதியிலிருந்து","நதியிலிருந்து"
"senkuththaana","செங்குத்தான","செங்குத்தான"
"gorila","கொரில்லா","கொரிலா"
"uraiyaatalgalai","உரையாடல்களை","உரையாடல்களை"
"kambankal","கம்பங்கள்","கம்பர்கள்"
"booraun","போரான்","பீரான்"
"currender","சரணடைய","சுற்னெண்டர்"
"nooyinai","நோயினை","நீயினை"
"eattrukkondanar","ஏற்றுக்கொண்டனர்","ஏற்றுக்கொண்டனர்"
"thalaimaiyidamaaga","தலைமையிடமாக","தலைமையிடலாக"
"thaangaamal","தாங்காமல்","தாங்காலம்"
"aaytha","ஆய்த","ஆய்த"
"tharavai","தரவை","தரவை"
"seyarpaadugalai","செயற்பாடுகளை","செயற்பாடுகளை"
"caaminaathan","சாமிநாதன்","சாமினாதன்"
"koopi","கோபி","கோபி"
"africavai","ஆப்பிரிக்காவை","ஆப்கிரியா"
"pinvaangkinaar","பின்வாங்கினார்","பின்வாங்கிகார்"
"saasthirigal","சாஸ்திரிகள்","சாச்திரிகள்"
"goly","கோலி","கேலி"
"amsangalil","அம்சங்களில்","அமுகங்களில்"
"sithiraip","சித்திரைப்","சித்திரைப்"
"kalingap","கலிங்கப்","கலிங்கப்"
"paradesi","பரதேசி","பராட்சி"
"companigal","கம்பெனிகள்","சொம்பரிகள்"
"maattramadaiyum","மாற்றமடையும்","மாற்றமாடியும்"
"caarloos","கார்லோஸ்","சார்செல்"
"panikkaana","பணிக்கான","பணிக்கான"
"nuzhaindhadhum","நுழைந்ததும்","நுழைத்ததும்"
"thondriyulladhu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"mesion","மிஷன்","ஜேசியன்"
"aangak","ஆண்கள்","ஆற்கக்"
"vittradhu","விற்றது","விற்றது"
"aan","ஆன்","ஆர்"
"sikana","சிக்கன","சிகான"
"harriz","ஹாரிஸ்","ஹான்னில்"
"seyint","செயிண்ட்","செயின்ட்"
"koopai","கோப்பை","கோபை"
"kadidhatai","கடிதத்தை","கடிததை"
"vaangkappadum","வாங்கப்படும்","வாங்கப்படும்"
"kutatu","இருக்கக்","குட்டத்"
"aalayankalin","ஆலயங்களின்","ஆலயங்களின்"
"nadhiyilirunthu","நதியிலிருந்து","நதியிலிருந்து"
"kanaththai","கணத்தை","கணத்தை"
"kaipesi","கைபேசி","கைபோலி"
"ivaithaan","இவைதான்","இவைதான்"
"cheluthinar","செலுத்தினர்","செலுத்தினன்"
"aatrtrukku","ஆற்றுக்கு","ஆற்றுக்கு"
"kattumaanap","கட்டுமானப்","கட்டுமாமப்"
"thittamidum","திட்டமிடும்","திட்டமிட்டும்"
"ippaadhai","இப்பாதை","இப்பாதை"
"manamaakaatha","மணமாகாத","மரமாகாத"
"unescovin","யுனெஸ்கோவின்","ஸ்ரெஸ்வானின்"
"asook","அசோகா","அசீக்"
"poattiyaana","போட்டியான","போட்டியான"
"unavukalaich","உணவுகளைச்","உறவுகளைச்"
"paython","பைதான்","பேத்தர்"
"raanuvaththil","ராணுவத்தில்","நாருவத்தில்"
"paai","பை","பாய்"
"sammanthar","சம்மந்தர்","சம்மந்தன்"
"jaanukku","ஜானுக்கு","மாறுக்கு"
"koophi","கோபி","கோபி"
"veezhchchikkum","வீழ்ச்சிக்கும்","விழ்ச்சிக்கும்"
"adankiyuzhzha","அடங்கியுள்ள","அடங்கியுள்ள"
"santo","சாண்டோ","சார்ட்"
"raamaayanam","ராமாயணம்","இராமாயரம்"
"kondirukkumpoadhu","கொண்டிருக்கும்போது","கொண்டிருக்கப்படுது"
"aandae","ஆண்டே","ஆண்டே"
"ilamvayathilaeyae","இளம்வயதிலேயே","இலம்வவத்திலேயே"
"pele","பிலே","போல்"
"aeathimuka","அஇஅதிமுக","ஆத்திலுக்க"
"kootpaadukalin","கோட்பாடுகளின்","கோட்பாடுகளின்"
"malarkalaiyum","மலர்களையும்","மலங்களையும்"
"nicotin","நிகோடின்","நியோட்டின்"
"evaikalae","இவைகளே","இவைகளே"
"sathaveetham","சதவீதம்","சதவோதல்"
"yelagiri","ஏலகிரி","எலகினி"
"harijan","ஹரிஜன்","ஹாரிலன்"
"cauuimbatore","கோவை","சம்மிப்பட்டன்"
"piraamanarkalum","பிராமணர்களும்","பிராமரங்களும்"
